SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
16:09:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:16:40 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:16:40 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:16:40 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:16:42 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:16:42 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:16:43 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:16:43 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:16:43 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:16:44 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:16:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:16:46 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:16:46 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:16:46 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:16:47 DEBUG: character_update emitted (hp={'current': 8, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:16:47 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:16:59 DEBUG: character_update emitted (hp={'current': 8, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:16:59 DEBUG: character_update emitted (hp={'current': 8, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:17:03 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
13:17:06 DEBUG: character_update emitted (hp={'current': 10, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:17:17 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:17:17 DEBUG: character_update emitted (hp={'current': 10, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:17:24 DEBUG: character_update emitted (hp={'current': 10, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:17:24 DEBUG: character_update emitted (hp={'current': 10, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:17:24 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:17:24 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:17:24 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:28:00 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=1, pulse_cd=1, pulse_base_cd=1)
14:28:00 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:28:02 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
14:28:02 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
14:28:02 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:28:05 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
14:28:05 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:28:09 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
14:28:09 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
14:28:09 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:28:11 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
14:28:11 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:28:12 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
14:28:12 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
14:28:12 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:28:14 DEBUG: character_update emitted (hp={'current': 1, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
14:28:14 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:28:27 DEBUG: character_update emitted (hp={'current': 1, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
14:28:28 DEBUG: character_update emitted (hp={'current': 1, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
14:28:28 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:28:33 DEBUG: character_update emitted (hp={'current': 2, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
14:28:33 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:28:44 DEBUG: character_update emitted (hp={'current': 2, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
DEBUG: handle_chain_declaration short-circuit (awaiting chain_builder)
14:28:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:28:51 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:29:00 DEBUG: character_update emitted (hp={'current': 2, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
14:29:00 DEBUG: character_update emitted (hp={'current': 2, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
14:29:00 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:29:16 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:29:18 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
14:30:24 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:30:24 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
14:30:30 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
14:30:30 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
14:30:30 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:30:37 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
14:30:37 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:30:42 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
14:30:42 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
14:30:42 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:33:14 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
14:33:14 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:33:23 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
14:33:23 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
14:33:29 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:33:34 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=1, pulse_cd=1, pulse_base_cd=1)
14:33:43 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:33:43 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=5, pulse_cd=1, pulse_base_cd=1)
14:33:51 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
14:33:51 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
15:51:23 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
15:51:28 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
16:58:31 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
16:58:31 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
16:58:39 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
16:58:39 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
16:58:39 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
16:58:45 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
16:58:45 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
16:59:12 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
16:59:12 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
16:59:12 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
16:59:12 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
16:59:12 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
17:33:47 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
17:42:41 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': False}
17:45:09 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
17:45:19 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
17:45:24 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
17:45:30 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
17:45:47 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
17:45:47 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
17:45:47 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
17:46:14 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
17:46:19 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
17:46:19 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
17:46:19 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
17:46:34 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
17:46:38 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
17:46:48 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
17:46:53 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
17:46:53 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
17:46:53 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
17:46:56 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
17:46:56 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
17:46:56 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
17:47:00 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
17:47:04 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
17:47:17 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
17:47:21 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
17:47:30 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
17:47:35 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
17:56:59 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
17:58:08 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
17:58:13 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
17:59:26 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
17:59:47 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:00:08 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:00:10 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:00:35 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:00:48 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
18:01:02 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:01:06 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:01:17 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:01:48 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:02:40 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:02:49 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:02:52 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
18:03:05 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:03:27 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:03:30 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
18:03:30 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
18:03:30 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:03:34 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:03:38 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:03:41 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:03:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:03:46 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:04:01 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:04:13 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:04:16 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:04:22 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:04:28 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
18:04:40 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:04:46 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:04:49 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:04:53 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:05:01 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:05:05 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:05:07 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:05:09 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:05:11 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:05:20 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:05:24 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:05:30 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:05:41 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:05:57 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:06:00 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:06:06 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:06:10 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:06:21 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:06:49 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:06:53 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:06:58 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
18:07:00 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:07:17 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:07:22 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:07:28 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:07:30 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:07:41 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
18:08:03 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:08:07 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:08:10 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:08:16 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
18:08:16 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
18:08:16 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:08:19 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:08:24 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:08:27 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:08:47 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:08:51 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:08:54 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:08:56 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:09:00 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:09:30 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:09:42 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:16:28 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': True}
SESSION_START flags={'narration_enabled': True}
SCENE_INTRO flags={'narration_enabled': True}
NARRATION_SCENE: You are at the encounter location. A Brumklin Skitter is near. It moves quickly, darting across the ground. Your momentum is zero. You do not engage. The immediate threat level remains. The skitter waits.
18:24:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:24:53 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
NARRATION_AFTERMATH: Hym-of-Blood stands in the Collapsed Access Vein. Brumklin Skitter is defeated. No damage is taken. The heat level is at 2. Chains declared remain at 1. The environment shifts, indicating a state of victory.
18:25:00 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
SCENE_INTRO flags={'narration_enabled': True}
NARRATION_SCENE: The Brumklin Lurker stands near. It bleeds, its small form twitching. Your momentum is zero. Heat and balance are absent. The threat level is immediate. No action is taken. The encounter continues, unresolved.
18:25:26 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
NARRATION_AFTERMATH: The Brumklin Lurker lies motionless. Its body is still. Hym-of-Blood stands intact. Health is full. Radiance remains absent. Momentum is minimal. No damage occurred. One chain is established. The air is quiet in Vein Narrows.
18:25:46 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
SCENE_INTRO flags={'narration_enabled': True}
NARRATION_SCENE: You see a Goblin Shieldbearer near you. It stands firm, shield raised. You do not move. The threat level is immediate. No action occurs. Neither party strikes. The moment hangs.
18:26:21 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:26:54 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:27:01 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
